Feature ID	Taxon	Confidence
ac1f7f4e04b92332572894f312ef1269	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__	0.9775347390314052
d406c4f78cce3cb645da825ac298cac8	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9998535821685129
1cfd0d8ea396a7c3410a1438544284e6	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9457299616620822
5bad92e21f71951efb0d9344ef18a7d2	d__Bacteria;p__Desulfobacterota;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Syntrophorhabdus;s__	0.9956757565518883
e77af5edf19bdc25a43d8ee357a04131	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;s__	0.9777401010886929
947f58b68a3b1c232c3851b13db05f45	d__Bacteria	0.9998296435146685
cf3c9ae3c669f5327024f367a8f42cfd	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	0.7668896766927737
ccb5b65106e50a54060dc3f3601e6ec0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__	0.9999991051605572
3af03565c5586f99c7d55209c0ad6530	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.9106171298628529
5ae8907233951770e7fe212ce4dcfe48	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__IMCC26207;s__	0.9999496769528408
a8a66dcc5a328a58dc859f00ba2ec25c	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;s__	0.9993807658885996
c371ecb3834de068b5f85b97ca432aee	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.8043439236787352
bbf2c1be38c1792926b7a11563874370	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7292252962358352
ee2a91952c9d175ee858b65d117fe46b	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.9812765865882478
52bbd66c1a400b5e58baaf3a67adeb3f	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9999747508560225
b485ab4ba0ce962548ab88e43cda89d5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.8782753639215166
5ca5ef871f9bd04830da9b8ee2923cec	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aminobacter;s__	0.7411786192527275
d179390c327b94fd8c004b776581fb96	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_13;s__	0.999501185701073
0b35f9b2132f6094a561c8881678e06d	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.8708945987748262
